local_date,target_max_temp,temperature_2m_min,temperature_2m_max,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,precipitation_sum,cloud_cover_mean
2024-01-28,16.0,11.2,15.0,12.966666666666667,85.25,3.0258333333333334,5.41,9.9,98.04166666666667
2024-01-29,16.0,11.4,15.5,12.795833333333334,74.08333333333333,1.79875,3.6,0.0,81.54166666666667
2024-01-30,16.0,10.6,14.3,12.112499999999999,72.375,2.1266666666666665,4.5,1.1,95.125
2024-01-31,14.0,9.5,13.9,11.816666666666668,76.54166666666667,2.6750000000000003,6.65,1.6,99.29166666666667
2024-02-01,14.0,8.1,12.8,10.283333333333333,81.45833333333333,2.472916666666667,3.75,0.0,85.5
2024-02-02,12.0,5.8,11.1,8.245833333333334,76.83333333333333,1.5370833333333334,2.66,0.4,50.416666666666664
2024-02-03,11.0,2.9,9.4,5.6875,82.20833333333333,1.14,1.82,0.0,66.54166666666667
2024-02-04,10.0,3.9,8.7,5.829166666666667,85.75,3.3295833333333333,5.57,0.0,69.08333333333333
2024-02-05,7.0,4.0,6.8,5.2124999999999995,85.70833333333333,3.3095833333333338,4.7,1.2000000000000002,96.0
2024-02-06,7.0,4.6,6.9,5.325,92.70833333333333,0.98,1.94,4.0,92.08333333333333
2024-02-07,9.0,3.0,8.1,5.220833333333333,82.0,1.6633333333333333,2.71,0.0,52.625
2024-02-08,7.0,4.0,7.1,5.358333333333333,82.29166666666667,1.3520833333333335,2.5,0.0,83.70833333333333
2024-02-09,8.0,2.0,7.7,4.625,83.08333333333333,1.1216666666666668,2.25,1.2,62.041666666666664
2024-02-10,9.0,1.1,9.4,4.9750000000000005,73.16666666666667,0.96125,1.51,0.0,37.333333333333336
2024-02-11,11.0,5.1,10.5,7.266666666666667,84.08333333333333,2.7108333333333334,5.04,4.9,99.66666666666667
2024-02-12,8.0,5.7,7.9,6.7749999999999995,92.20833333333333,2.4425,5.17,1.9,100.0
2024-02-13,9.0,3.4,8.1,5.8374999999999995,87.0,1.9841666666666666,3.2,0.0,87.75
2024-02-14,9.0,2.5,8.2,4.6875,67.08333333333333,2.4575,4.05,0.5,74.0
2024-02-15,6.0,1.9,5.2,3.3166666666666664,79.45833333333333,2.17375,5.0,3.4,79.0
2024-02-16,9.0,0.5,8.9,4.245833333333334,48.583333333333336,2.3454166666666665,4.02,0.0,34.916666666666664
2024-02-17,11.0,3.0,11.4,6.220833333333334,41.666666666666664,2.907916666666667,3.97,0.0,55.625
2024-02-18,9.0,5.6,8.4,6.941666666666666,69.04166666666667,1.6837499999999999,3.4,0.0,89.125
2024-02-19,9.0,4.5,8.3,6.183333333333334,80.41666666666667,1.7595833333333333,3.61,0.0,63.958333333333336
2024-02-20,12.0,4.7,12.1,8.225,86.04166666666667,1.2845833333333332,2.26,0.2,95.45833333333333
2024-02-21,10.0,7.1,9.9,8.0875,87.875,2.1491666666666664,3.77,6.300000000000001,97.83333333333333
2024-02-22,13.0,5.4,12.4,8.25,76.125,1.8,3.13,0.0,15.708333333333334
2024-02-23,11.0,2.3,10.3,5.941666666666666,83.16666666666667,1.1975,2.31,0.0,37.75
2024-02-24,9.0,5.0,9.3,7.175,85.66666666666667,2.545,4.57,0.0,99.95833333333333
2024-02-25,9.0,3.8,8.5,7.266666666666667,86.91666666666667,5.576666666666667,7.82,4.7,99.91666666666667
2024-02-26,6.0,0.1,5.8,2.6,83.875,2.1633333333333336,3.47,1.0,89.25
2024-02-27,8.0,-0.6,6.0,2.6666666666666665,85.04166666666667,2.2358333333333333,5.33,1.0,74.5
2024-02-28,10.0,6.2,9.4,7.716666666666666,84.75,5.884166666666666,7.19,17.0,99.875
2024-02-29,6.0,1.3,4.9,3.2708333333333335,91.66666666666667,3.7075,5.0,12.299999999999999,99.0
2024-03-01,5.0,1.5,5.0,2.8708333333333336,86.375,2.6404166666666664,5.28,5.2,92.625
2024-03-02,6.0,1.0,5.0,2.9499999999999997,84.33333333333333,2.93375,5.11,1.4,81.20833333333333
2024-03-03,6.0,1.0,4.8,2.5375,84.20833333333333,3.8375,6.1,3.6,83.95833333333333
2024-03-04,7.0,0.2,6.4,2.8833333333333333,84.08333333333333,2.9587499999999998,4.83,2.5,94.25
2024-03-05,7.0,0.0,6.2,2.125,79.79166666666667,1.8783333333333332,3.58,0.0,44.583333333333336
2024-03-06,6.0,-2.4,5.7,1.7083333333333333,70.16666666666667,1.2854166666666667,2.5,0.0,26.458333333333332
2024-03-07,8.0,-2.3,7.8,2.8625000000000003,66.75,0.9654166666666667,1.6,0.0,13.25
2024-03-08,11.0,1.9,11.3,6.183333333333334,60.25,1.2645833333333334,2.33,0.0,87.08333333333333
2024-03-09,12.0,5.7,9.4,7.054166666666667,65.45833333333333,3.6454166666666663,7.84,0.0,97.5
2024-03-10,10.0,6.1,8.5,7.134782608695652,76.08695652173913,4.285652173913043,8.74,1.5999999999999999,99.52173913043478
2024-03-11,9.0,4.6,9.5,6.904166666666666,81.58333333333333,3.1358333333333337,5.26,1.4000000000000001,87.08333333333333
2024-03-12,9.0,3.8,8.4,6.558333333333334,81.875,4.351249999999999,6.07,9.4,85.125
2024-03-13,11.0,3.0,10.1,5.704166666666667,75.75,1.6008333333333333,3.32,0.0,63.125
2024-03-14,14.0,1.3,12.4,6.25,69.91666666666667,1.7300000000000002,3.13,0.0,1.875
2024-03-15,16.0,4.4,15.9,9.262500000000001,71.58333333333333,3.3216666666666668,4.83,0.0,11.708333333333334
2024-03-16,23.0,6.4,22.2,13.2875,60.208333333333336,1.9608333333333334,3.53,0.0,1.2083333333333333
2024-03-17,21.0,7.7,21.2,13.666666666666666,56.125,1.8391666666666666,2.79,0.0,0.041666666666666664
2024-03-18,18.0,7.0,18.8,12.133333333333333,67.625,2.2670833333333333,3.01,0.0,18.25
2024-03-19,17.0,5.5,17.7,10.904166666666667,71.875,1.8012499999999998,3.98,0.0,5.958333333333333
2024-03-20,11.0,6.8,10.5,8.470833333333333,79.66666666666667,2.3741666666666665,3.8,0.4,99.66666666666667
2024-03-21,13.0,7.0,13.3,9.862499999999999,85.95833333333333,1.6450000000000002,2.62,0.1,86.875
2024-03-22,12.0,7.4,11.8,9.645833333333334,88.83333333333333,1.4520833333333334,3.61,0.8,91.0
2024-03-23,11.0,6.6,10.8,8.866666666666667,88.25,1.8479166666666667,3.26,1.7000000000000002,91.79166666666667
2024-03-24,14.0,6.5,13.9,9.549999999999999,76.625,1.9520833333333334,4.39,0.0,77.95833333333333
2024-03-25,11.0,6.3,10.1,8.179166666666667,80.0,3.23625,4.7,0.30000000000000004,75.54166666666667
2024-03-26,12.0,6.4,12.6,8.670833333333333,74.41666666666667,2.9562500000000003,5.23,0.0,64.75
2024-03-27,12.0,5.7,11.4,7.6875,82.375,2.6941666666666664,5.0,5.2,84.08333333333333
2024-03-28,11.0,4.4,11.2,7.3125,78.625,2.5933333333333333,5.44,1.5999999999999999,95.375
2024-03-29,14.0,5.0,14.0,8.979166666666666,69.66666666666667,2.09875,4.62,0.0,39.916666666666664
2024-03-30,14.0,3.7,14.2,8.695833333333333,72.0,2.35125,3.91,0.0,40.041666666666664
2024-03-31,16.0,3.8,15.6,9.408333333333333,63.458333333333336,1.9779166666666665,3.9,0.0,23.416666666666668
2024-04-01,16.0,4.6,16.1,10.275,68.79166666666667,1.82625,2.77,0.0,17.125
2024-04-02,19.0,7.7,19.0,12.233333333333333,74.54166666666667,3.3470833333333334,5.49,0.0,57.416666666666664
2024-04-03,11.0,4.3,11.4,7.441666666666666,71.125,2.8204166666666666,3.89,0.7999999999999999,51.833333333333336
2024-04-04,8.0,3.8,7.5,5.4624999999999995,77.95833333333333,2.341666666666667,3.6,0.0,79.33333333333333
2024-04-05,10.0,3.9,10.3,6.804166666666667,77.29166666666667,2.11125,3.0,0.0,65.20833333333333
2024-04-06,8.0,5.0,8.1,6.770833333333333,79.83333333333333,3.12875,4.83,0.1,75.70833333333333
2024-04-07,11.0,5.0,11.1,7.908333333333334,77.25,2.981666666666667,4.19,0.0,67.45833333333333
2024-04-08,12.0,4.6,11.1,7.458333333333333,79.54166666666667,3.780416666666667,5.92,3.1999999999999997,82.625
2024-04-09,13.0,7.4,12.4,9.804166666666667,77.625,3.0437499999999997,5.88,2.2,72.0
2024-04-10,14.0,3.9,14.6,9.333333333333334,62.25,1.7258333333333333,2.6,0.0,52.916666666666664
2024-04-11,13.0,5.4,12.6,8.799999999999999,72.83333333333333,2.14875,3.47,0.0,92.875
2024-04-12,13.0,6.6,13.6,9.8125,76.16666666666667,3.36375,6.81,0.0,53.958333333333336
2024-04-13,17.0,5.7,16.2,10.383333333333333,72.5,2.4479166666666665,3.64,0.0,36.583333333333336
2024-04-14,18.0,6.2,18.7,11.762500000000001,63.916666666666664,2.2395833333333335,4.72,0.0,18.041666666666668
2024-04-15,13.0,7.1,12.9,9.220833333333333,68.91666666666667,2.732083333333333,4.47,0.0,95.125
